Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar
4/1/24 14:12,Machine_6,66.95,1.68,5.16
4/1/24 14:13,Machine_1,61.79,1.38,5.03
4/1/24 14:14,Machine_7,70.4,1.94,4.94
4/1/24 14:15,Machine_10,65.27,1.31,5.26
4/1/24 14:16,Machine_6,67.92,1.21,4.78
4/1/24 14:17,Machine_8,74.37,1.7,5.67
4/1/24 14:18,Machine_4,60.83,1.77,4.7
4/1/24 14:19,Machine_6,75.77,1.42,4.6
4/1/24 14:20,Machine_6,71.58,1.82,4.88
4/1/24 14:21,Machine_10,72.96,1.84,5.95
4/1/24 14:22,Machine_6,74.57,1.75,4.96
4/1/24 14:23,Machine_7,71.85,1.76,6.11
4/1/24 14:24,Machine_8,69.52,1.44,4.67
4/1/24 14:25,Machine_2,76.14,1.69,4.94
4/1/24 14:26,Machine_3,67.29,1.44,4.91
4/1/24 14:27,Machine_3,68.73,1.33,4.98
4/1/24 14:28,Machine_5,67.29,1.81,5.4
4/1/24 14:29,Machine_7,68.79,1.48,5.61
4/1/24 14:30,Machine_4,60.82,1.77,5
4/1/24 14:31,Machine_7,71.33,1.49,4.69
4/1/24 14:32,Machine_6,75.71,1.46,4.48
4/1/24 14:33,Machine_10,68.43,2.23,5.31
4/1/24 14:34,Machine_1,72.22,1.76,4.02
4/1/24 14:35,Machine_10,68.11,2,5.74
4/1/24 14:36,Machine_4,72.13,1.54,5.92
4/1/24 14:37,Machine_3,69.21,1.88,4.74
4/1/24 14:38,Machine_10,60.24,1.47,5.95
4/1/24 14:39,Machine_7,64.11,1.23,4.96
4/1/24 14:40,Machine_1,70.65,1.15,5.16
4/1/24 14:41,Machine_10,69.1,1.05,5.04
4/1/24 14:42,Machine_1,70.01,1.73,5.33
4/1/24 14:43,Machine_5,65.87,1.62,5.13
4/1/24 14:44,Machine_10,78.29,1.21,4.88
4/1/24 14:45,Machine_4,67.69,1.72,4.89
4/1/24 14:46,Machine_1,72.1,2.06,4.94
4/1/24 14:47,Machine_8,61.88,1.44,5.05
4/1/24 14:48,Machine_10,72.1,1.77,4.84
4/1/24 14:49,Machine_3,77.01,1.59,5.07
4/1/24 14:50,Machine_2,76.06,1.71,5.25
4/1/24 14:51,Machine_8,78.03,1.39,5.4
4/1/24 14:52,Machine_1,68.76,1.41,4.3
4/1/24 14:53,Machine_5,70.7,1.43,5.16
4/1/24 14:54,Machine_6,63.52,1.52,4.09
4/1/24 14:55,Machine_6,68.52,2.52,5.88
4/1/24 14:56,Machine_10,73.91,1.58,4.96
4/1/24 14:57,Machine_8,73.57,1.22,5.48
4/1/24 14:58,Machine_9,78.14,1.55,4.34
4/1/24 14:59,Machine_8,69.98,1.79,5.41
4/1/24 15:00,Machine_8,68.43,1.69,5.05
4/1/24 15:01,Machine_6,72.17,1.93,5.17
4/1/24 15:02,Machine_2,73.76,1.6,4.85
4/1/24 15:03,Machine_10,60.75,1.41,5.65
4/1/24 15:04,Machine_4,65.59,1.23,4.62
4/1/24 15:05,Machine_10,70.07,1.46,4.53
4/1/24 15:06,Machine_4,70.37,1.41,4.33
4/1/24 15:07,Machine_7,73.98,2.03,4.2
4/1/24 15:08,Machine_1,84.5,1.22,5.39
4/1/24 15:09,Machine_4,67.34,2.04,5.09
4/1/24 15:10,Machine_8,65.48,1.74,5.16
4/1/24 15:11,Machine_2,63.88,1.48,4.65
4/1/24 15:12,Machine_10,64.88,1.27,5.55
4/1/24 15:13,Machine_7,62.22,1.01,4.41
4/1/24 15:14,Machine_10,65.66,1.25,4.91
4/1/24 15:15,Machine_2,65.03,1.36,5.06
4/1/24 15:16,Machine_5,82.88,1.81,4.58
4/1/24 15:17,Machine_6,69.81,1.81,5.66
4/1/24 15:18,Machine_8,75.95,1.26,5.88
4/1/24 15:19,Machine_7,64.97,0.75,4.8
4/1/24 15:20,Machine_7,78.45,1.32,5.04
4/1/24 15:21,Machine_8,69.66,2.07,5.8
4/1/24 15:22,Machine_7,71.69,1.86,4.74
4/1/24 15:23,Machine_2,73.53,1.29,6.05
4/1/24 15:24,Machine_7,70.08,1.5,4.74
4/1/24 15:25,Machine_7,73.67,1.67,5.19
4/1/24 15:26,Machine_2,67.13,1.42,4.38
4/1/24 15:27,Machine_6,69.57,1.74,5.12
4/1/24 15:28,Machine_1,69.69,1.35,5.78
4/1/24 15:29,Machine_4,64.45,1.73,5.18
4/1/24 15:30,Machine_10,68.25,1.58,4.73
4/1/24 15:31,Machine_2,64.7,2.01,5.42
4/1/24 15:32,Machine_1,67.55,1.86,4.8
4/1/24 15:33,Machine_2,58.79,1.01,5.24
4/1/24 15:34,Machine_9,64.14,1.66,5.97
4/1/24 15:35,Machine_7,77.7,1.42,4.49
4/1/24 15:36,Machine_7,67.96,1.11,5.07
4/1/24 15:37,Machine_8,72.48,1.24,4.6
4/1/24 15:38,Machine_1,73.35,1.28,5.04
4/1/24 15:39,Machine_3,63.97,1.62,4.66
4/1/24 15:40,Machine_1,69.71,1.11,4.82
4/1/24 15:41,Machine_3,78.53,2.13,5.49
4/1/24 15:42,Machine_10,62.56,2.15,4.64
4/1/24 15:43,Machine_8,74.82,1.16,5.42
4/1/24 15:44,Machine_2,73.12,1.22,5.07
4/1/24 15:45,Machine_5,60.64,1.42,4.87
4/1/24 15:46,Machine_7,82,1.27,4.12
4/1/24 15:47,Machine_3,67.03,0.99,5.04
4/1/24 15:48,Machine_7,71.56,1.99,5.43
4/1/24 15:49,Machine_8,74.92,1.59,5.76
4/1/24 15:50,Machine_8,63.79,1.34,4.51
4/1/24 15:51,Machine_7,67.86,1.43,5.6
4/1/24 15:52,Machine_5,69.59,1.22,5.4
4/1/24 15:53,Machine_7,65.52,1.46,5.33
4/1/24 15:54,Machine_10,70.3,1.21,5.57
4/1/24 15:55,Machine_5,71.67,2.56,5.33
4/1/24 15:56,Machine_8,68.36,1.9,5.07
4/1/24 15:57,Machine_4,64.9,1.59,5.51
4/1/24 15:58,Machine_4,70.54,1.13,4.96
4/1/24 15:59,Machine_10,61.45,1.39,6
4/1/24 16:00,Machine_7,72.78,1.31,5.89
4/1/24 16:01,Machine_6,77.62,1.41,5.73
4/1/24 16:02,Machine_5,70.98,1.21,5.53
4/1/24 16:03,Machine_3,66.54,1,5.09
4/1/24 16:04,Machine_3,85.16,1.5,4.86
4/1/24 16:05,Machine_3,70.05,1.69,5.33
4/1/24 16:06,Machine_7,74.74,1.04,4.88
4/1/24 16:07,Machine_10,68.44,0.85,4.76
4/1/24 16:08,Machine_8,62.68,1.34,4.37
4/1/24 16:09,Machine_7,63.73,1.55,5.81
4/1/24 16:10,Machine_2,68.44,1.48,4.96
4/1/24 16:11,Machine_8,64.93,1.66,4.46
4/1/24 16:12,Machine_3,68.99,1.6,5.04
4/1/24 16:13,Machine_4,71.63,1.94,5.37
4/1/24 16:14,Machine_10,70.6,1.6,5.35
4/1/24 16:15,Machine_8,65.95,0.8,4.82
4/1/24 16:16,Machine_2,72.32,1.65,5.91
4/1/24 16:17,Machine_4,70.97,1.43,5.01
4/1/24 16:18,Machine_2,68.5,1.44,6.08
4/1/24 16:19,Machine_3,67.65,1.09,4.46
4/1/24 16:20,Machine_8,70.16,1.47,5.27
4/1/24 16:21,Machine_9,74.96,1.68,4.65
4/1/24 16:22,Machine_9,70.16,1.62,5.09
4/1/24 16:23,Machine_9,76.71,1.15,5.29
4/1/24 16:24,Machine_6,69.12,1.28,5.16
4/1/24 16:25,Machine_10,62.1,1.09,4.9
4/1/24 16:26,Machine_7,71.65,1.85,5.66
4/1/24 16:27,Machine_6,74.06,1.23,4.67
4/1/24 16:28,Machine_6,67.07,1.39,5.06
4/1/24 16:29,Machine_4,66.99,1.4,5
4/1/24 16:30,Machine_7,71.07,2.06,5.52
4/1/24 16:31,Machine_3,65.49,1.31,5.96
4/1/24 16:32,Machine_2,71.44,2.12,4.75
4/1/24 16:33,Machine_2,68.14,1.04,5.4
4/1/24 16:34,Machine_3,67.06,1.85,5.25
4/1/24 16:35,Machine_7,70.27,1.48,5.44
4/1/24 16:36,Machine_7,73.89,1.9,5.52
4/1/24 16:37,Machine_4,73.23,1.76,5.33
4/1/24 16:38,Machine_5,65.66,1.09,4.83
4/1/24 16:39,Machine_5,64.18,1.67,5.18
4/1/24 16:40,Machine_4,69.27,2.04,4.66
4/1/24 16:41,Machine_4,63.45,1.9,5.37
4/1/24 16:42,Machine_2,69.49,1.67,5.4
4/1/24 16:43,Machine_2,74.29,1.66,4.87
4/1/24 16:44,Machine_6,69.55,1.4,4.26
4/1/24 16:45,Machine_10,71.71,1.18,5.92
4/1/24 16:46,Machine_2,66.01,1.65,5.81
4/1/24 16:47,Machine_5,75.49,1.65,5.45
4/1/24 16:48,Machine_1,77.33,1.2,4.49
4/1/24 16:49,Machine_2,83.06,1.38,4.71
4/1/24 16:50,Machine_10,67.34,1.68,4.65
4/1/24 16:51,Machine_7,71.68,1.65,4.61
4/1/24 16:52,Machine_9,72.57,1.32,3.87
4/1/24 16:53,Machine_1,73.99,1.02,5.46
4/1/24 16:54,Machine_5,66.8,2.49,4.65
4/1/24 16:55,Machine_9,65.6,1.23,5.1
4/1/24 16:56,Machine_3,64.85,1.34,4.27
4/1/24 16:57,Machine_2,67.22,1.59,4.36
4/1/24 16:58,Machine_9,64.03,1.29,4.74
4/1/24 16:59,Machine_10,68.83,1.76,5.52
4/1/24 17:00,Machine_10,73.28,1.72,4.91
4/1/24 17:01,Machine_7,71.27,1.14,5.13
4/1/24 17:02,Machine_1,63.63,0.92,6.11
4/1/24 17:03,Machine_7,73.41,1.08,5.12
4/1/24 17:04,Machine_9,81.34,1.53,5.37
4/1/24 17:05,Machine_10,77.2,1.95,5.52
4/1/24 17:06,Machine_7,66.77,1.56,5.51
4/1/24 17:07,Machine_4,71.56,0.99,5.3
4/1/24 17:08,Machine_7,69.13,1.7,5.65
4/1/24 17:09,Machine_10,65.03,1.26,5.95
4/1/24 17:10,Machine_9,65.97,1.4,4.77
4/1/24 17:11,Machine_2,65.61,2.05,5.44
4/1/24 17:12,Machine_9,74.78,1.65,4.49
4/1/24 17:13,Machine_1,60.05,1.44,4.79
4/1/24 17:14,Machine_5,77.27,1.42,4.52
4/1/24 17:15,Machine_3,70.21,2.06,4.84
4/1/24 17:16,Machine_8,73.76,1.49,4.47
4/1/24 17:17,Machine_5,68.17,1.6,6.02
4/1/24 17:18,Machine_3,63.38,1.98,5.04
4/1/24 17:19,Machine_2,63.71,0.91,4.74
4/1/24 17:20,Machine_8,73.23,1.05,5.65
4/1/24 17:21,Machine_9,72.24,0.79,4.83
4/1/24 17:22,Machine_4,66.4,1.39,5.37
4/1/24 17:23,Machine_10,71.57,1.75,4.5
4/1/24 17:24,Machine_10,76.35,1.88,4.24
4/1/24 17:25,Machine_8,74.75,1.29,6.6
4/1/24 17:26,Machine_9,67.54,1.07,5.46
4/1/24 17:27,Machine_9,73.52,1.59,4.83
4/1/24 17:28,Machine_8,70.94,1.22,4.81
4/1/24 17:29,Machine_9,65.01,1.29,4.23
4/1/24 17:30,Machine_7,62.34,1.52,4.18
4/1/24 17:31,Machine_3,70.95,1.54,5.15
4/1/24 17:32,Machine_4,74.51,1.3,5.25
4/1/24 17:33,Machine_7,64,2.1,4.68
4/1/24 17:34,Machine_2,72.05,1.13,4.39
4/1/24 17:35,Machine_9,79.68,2.09,4.62
4/1/24 17:36,Machine_6,60.53,1.23,5.08
4/1/24 17:37,Machine_2,70.68,1.88,4.93
4/1/24 17:38,Machine_1,72.5,1.66,4.7
4/1/24 17:39,Machine_2,57.32,1.67,4.82
4/1/24 17:40,Machine_10,73.53,1.32,5.47
4/1/24 17:41,Machine_7,70.06,1.62,5.15
4/1/24 17:42,Machine_10,69.66,1.82,5.22
4/1/24 17:43,Machine_6,67.45,1.84,5.05
4/1/24 17:44,Machine_1,73.58,1.94,5.09
4/1/24 17:45,Machine_3,68.32,1.26,4.24
4/1/24 17:46,Machine_2,67.23,1.79,4.11
4/1/24 17:47,Machine_3,75.02,0.96,4.83
4/1/24 17:48,Machine_5,62,1.76,4.48
4/1/24 17:49,Machine_3,67.02,1.32,6.36
4/1/24 17:50,Machine_3,74.47,1.25,4.5
4/1/24 17:51,Machine_6,76.53,1.33,4.63
4/1/24 17:52,Machine_6,78.91,1.32,4.38
4/1/24 17:53,Machine_2,73.67,1.63,4.98
4/1/24 17:54,Machine_6,61.93,1.3,5.68
4/1/24 17:55,Machine_6,65.67,1.46,5.38
4/1/24 17:56,Machine_3,74.47,1.53,5.92
4/1/24 17:57,Machine_8,69.23,1.11,5.55
4/1/24 17:58,Machine_10,73.33,1.36,4.91
4/1/24 17:59,Machine_8,63.88,1.16,4.94
4/1/24 18:00,Machine_1,73.24,1.24,4.65
4/1/24 18:01,Machine_5,70.99,1.49,5.3
4/1/24 18:02,Machine_1,69.81,1.33,4.35
4/1/24 18:03,Machine_9,76.72,1.03,6.1
4/1/24 18:04,Machine_9,74.18,1.85,4.83
4/1/24 18:05,Machine_2,65.59,1.59,4.9
4/1/24 18:06,Machine_8,65.71,1.22,4.82
4/1/24 18:07,Machine_4,67.46,1.39,4.73
4/1/24 18:08,Machine_10,75,1.22,4.33
4/1/24 18:09,Machine_6,71.66,1.14,5
4/1/24 18:10,Machine_9,75.2,1.82,4.94
4/1/24 18:11,Machine_4,77.46,1.1,5.2
4/1/24 18:12,Machine_4,60.37,1.31,5.51
4/1/24 18:13,Machine_6,77.57,1.14,4.81
4/1/24 18:14,Machine_5,80.7,1.67,4.85
4/1/24 18:15,Machine_5,78.98,1.86,3.94
4/1/24 18:16,Machine_9,65.48,1.75,4.93
4/1/24 18:17,Machine_9,72.18,1.23,4.75
4/1/24 18:18,Machine_1,72.78,1.22,6.03
4/1/24 18:19,Machine_2,73.37,1.81,5.37
4/1/24 18:20,Machine_5,82.97,1.57,4.93
4/1/24 18:21,Machine_4,69.06,1.34,4.69
4/1/24 18:22,Machine_4,73.51,1.32,4.85
4/1/24 18:23,Machine_8,75.29,1.49,5.18
4/1/24 18:24,Machine_8,79.98,1.38,5.08
4/1/24 18:25,Machine_4,66.85,1.45,4.88
4/1/24 18:26,Machine_4,82.56,1.43,4.56
4/1/24 18:27,Machine_4,68.25,1.04,4.59
4/1/24 18:28,Machine_1,77.22,1.65,5.18
4/1/24 18:29,Machine_10,75.85,2.28,4.31
4/1/24 18:30,Machine_5,62.79,1.05,4.73
4/1/24 18:31,Machine_2,70.86,0.87,4.9
4/1/24 18:32,Machine_9,75.81,1.45,5.48
4/1/24 18:33,Machine_6,65.01,1.31,4.88
4/1/24 18:34,Machine_9,69.61,1.29,4.94
4/1/24 18:35,Machine_8,71.8,1.62,4.79
4/1/24 18:36,Machine_5,75.82,1.07,5.82
4/1/24 18:37,Machine_5,72.53,1.63,5.88
4/1/24 18:38,Machine_4,66.19,1.45,5.55
4/1/24 18:39,Machine_2,66.35,1.44,5.97
4/1/24 18:40,Machine_10,69.34,1.53,5.16
4/1/24 18:41,Machine_3,55.68,1.51,5.4
4/1/24 18:42,Machine_1,74.73,1.85,5.13
4/1/24 18:43,Machine_9,72.24,1.25,4.81
4/1/24 18:44,Machine_1,69,1.78,6.1
4/1/24 18:45,Machine_8,75.59,1.9,5.71
4/1/24 18:46,Machine_7,66.75,1.62,5.19
4/1/24 18:47,Machine_7,73.48,1.36,4.88
4/1/24 18:48,Machine_5,71.65,1.21,5.29
4/1/24 18:49,Machine_9,85.26,2.1,4.94
4/1/24 18:50,Machine_8,74.9,1.9,4.84
4/1/24 18:51,Machine_9,60.22,1.26,5.91
4/1/24 18:52,Machine_6,75.53,1.41,5
4/1/24 18:53,Machine_6,65.65,1.42,4.21
4/1/24 18:54,Machine_9,71.29,1.45,4.57
4/1/24 18:55,Machine_4,66.97,1.82,5.54
4/1/24 18:56,Machine_5,73.45,1.18,5.27
4/1/24 18:57,Machine_2,59.87,1.48,6.17
4/1/24 18:58,Machine_5,66.54,1.61,4.72
4/1/24 18:59,Machine_3,76.09,1.21,5.39
4/1/24 19:00,Machine_2,71.29,1.38,4.52
4/1/24 19:01,Machine_3,78.69,1.37,4.57
4/1/24 19:02,Machine_2,74.29,1.96,5
4/1/24 19:03,Machine_10,66.13,1.28,4.9
4/1/24 19:04,Machine_4,71.88,1.66,4.77
4/1/24 19:05,Machine_6,59.21,1.19,5.7
4/1/24 19:06,Machine_10,74.83,1.66,4.38
4/1/24 19:07,Machine_4,66.81,1.93,5.25
4/1/24 19:08,Machine_4,63.62,1.73,5.53
4/1/24 19:09,Machine_2,73.53,1.04,5.37
4/1/24 19:10,Machine_1,69.82,1.6,5.95
4/1/24 19:11,Machine_8,66.22,1.55,4.93
4/1/24 19:12,Machine_7,64.56,1.66,4.94
4/1/24 19:13,Machine_5,62.44,1.77,5.51
4/1/24 19:14,Machine_9,63.66,1.16,5.95
4/1/24 19:15,Machine_3,75.31,1.55,4.63
4/1/24 19:16,Machine_8,72.99,1.73,5.05
4/1/24 19:17,Machine_7,69.64,1.41,4.92
4/1/24 19:18,Machine_2,64.24,1.19,5.72
4/1/24 19:19,Machine_8,70.49,1.69,4.93
4/1/24 19:20,Machine_3,70.09,1.64,4.83
4/1/24 19:21,Machine_3,69.3,1.44,5.81
4/1/24 19:22,Machine_6,77.11,1.12,3.86
4/1/24 19:23,Machine_4,66.85,2.3,5.06
4/1/24 19:24,Machine_1,70.82,1.73,4.86
4/1/24 19:25,Machine_5,65.18,0.66,4.86
4/1/24 19:26,Machine_9,69.16,1.83,5.27
4/1/24 19:27,Machine_6,57.07,1.42,5.04
4/1/24 19:28,Machine_7,59.9,1.94,5.22
4/1/24 19:29,Machine_4,73.33,1.25,4.7
4/1/24 19:30,Machine_9,64.37,1.39,4.29
4/1/24 19:31,Machine_10,69.05,1.88,4.84
4/1/24 19:32,Machine_4,71.7,1.77,5.35
4/1/24 19:33,Machine_1,75.56,1.64,5.02
4/1/24 19:34,Machine_2,66.28,1.47,5.28
4/1/24 19:35,Machine_3,70.65,0.82,5.37
4/1/24 19:36,Machine_2,68.3,1.76,4.63
4/1/24 19:37,Machine_1,73.02,1.34,3.83
4/1/24 19:38,Machine_4,70.98,2.26,5.1
4/1/24 19:39,Machine_6,72.53,1.48,4.16
4/1/24 19:40,Machine_2,68.13,1.26,5.33
4/1/24 19:41,Machine_8,76.19,1.72,5.59
4/1/24 19:42,Machine_9,73.57,1.77,4.78
4/1/24 19:43,Machine_6,73.59,1.28,4.66
4/1/24 19:44,Machine_7,77.8,1.72,5.23
4/1/24 19:45,Machine_7,62.77,1.75,4.88
4/1/24 19:46,Machine_4,77.99,1.66,5.18
4/1/24 19:47,Machine_1,79.14,1.62,5.01
4/1/24 19:48,Machine_5,75.99,1.64,5.75
4/1/24 19:49,Machine_10,63.49,1.63,4.85
4/1/24 19:50,Machine_8,69.75,1.12,4.82
4/1/24 19:51,Machine_8,72.75,1.49,5.68
4/1/24 19:52,Machine_1,65.34,1.55,5.18
4/1/24 19:53,Machine_7,66.46,1.66,5.89
4/1/24 19:54,Machine_8,64.65,1.42,6.02
4/1/24 19:55,Machine_4,58.83,1.7,5.44
4/1/24 19:56,Machine_7,65.34,1.56,5.46
4/1/24 19:57,Machine_9,60.73,1.56,4.93
4/1/24 19:58,Machine_5,69.64,1.71,4.75
4/1/24 19:59,Machine_6,66.24,1.16,5.04
4/1/24 20:00,Machine_8,70.47,1.36,5.3
4/1/24 20:01,Machine_1,61.06,1.49,4.38
4/1/24 20:02,Machine_7,76.78,1.57,5.25
4/1/24 20:03,Machine_3,62.58,1.87,5.01
4/1/24 20:04,Machine_8,63.93,1.99,5.06
4/1/24 20:05,Machine_1,61.24,1.3,4.94
4/1/24 20:06,Machine_6,66.32,1.27,4.99
4/1/24 20:07,Machine_9,67.33,1.56,5.33
4/1/24 20:08,Machine_3,72,1.84,5.12
4/1/24 20:09,Machine_7,81.98,1.85,5.79
4/1/24 20:10,Machine_3,67.63,1.23,5.8
4/1/24 20:11,Machine_1,68.23,1.38,6.06
4/1/24 20:12,Machine_10,78.11,1.68,4.89
4/1/24 20:13,Machine_3,70.02,1.41,4.78
4/1/24 20:14,Machine_9,66.19,1.49,5.05
4/1/24 20:15,Machine_4,76.42,1.57,4.83
4/1/24 20:16,Machine_5,58.63,1.86,4.99
4/1/24 20:17,Machine_9,66.53,0.95,4.96
4/1/24 20:18,Machine_3,67.74,0.93,4.64
4/1/24 20:19,Machine_4,68.73,1.82,4.56
4/1/24 20:20,Machine_3,63.33,1.46,4.84
4/1/24 20:21,Machine_8,78.94,1.53,4.5
4/1/24 20:22,Machine_10,71.91,1.44,4.73
4/1/24 20:23,Machine_8,70.65,1.59,4.59
4/1/24 20:24,Machine_1,75.37,2.12,5.1
4/1/24 20:25,Machine_4,68.81,1.38,4.13
4/1/24 20:26,Machine_10,67.12,2.03,4.72
4/1/24 20:27,Machine_5,68.12,2.03,4.4
4/1/24 20:28,Machine_10,64.07,1.96,6.03
4/1/24 20:29,Machine_3,54.73,1.56,3.99
4/1/24 20:30,Machine_4,74.98,1.62,5.34
4/1/24 20:31,Machine_5,58.45,1.38,4.39
4/1/24 20:32,Machine_5,75.03,1.71,5.19
4/1/24 20:33,Machine_8,73.5,1.73,4.38
4/1/24 20:34,Machine_2,65.98,1.84,5.49
4/1/24 20:35,Machine_2,75.92,1.7,4.92
4/1/24 20:36,Machine_8,66.48,1.47,4.92
4/1/24 20:37,Machine_4,68.95,0.99,4.66
4/1/24 20:38,Machine_2,66.59,2.1,5.02
4/1/24 20:39,Machine_5,69.69,1.26,5.41
4/1/24 20:40,Machine_9,71.68,1.01,5.21
4/1/24 20:41,Machine_6,72.43,1.52,4.56
4/1/24 20:42,Machine_1,72.79,1.81,5.24
4/1/24 20:43,Machine_3,81.28,1.84,4.67
4/1/24 20:44,Machine_8,74.07,1.02,4.99
4/1/24 20:45,Machine_8,75.82,1.1,5.25
4/1/24 20:46,Machine_7,68.72,1.96,5.47
4/1/24 20:47,Machine_5,72.75,1.49,5.72
4/1/24 20:48,Machine_3,76.32,1.36,4.86
4/1/24 20:49,Machine_10,75.14,1.57,4.7
4/1/24 20:50,Machine_4,74.1,1.74,5.42
4/1/24 20:51,Machine_10,66.72,1.38,5.54
4/1/24 20:52,Machine_8,66.58,2.05,4.7
4/1/24 20:53,Machine_1,67.08,1.27,6.17
4/1/24 20:54,Machine_3,66.26,1.79,5.11
4/1/24 20:55,Machine_7,65.85,2.14,5.22
4/1/24 20:56,Machine_4,68.95,1.44,4.28
4/1/24 20:57,Machine_6,81.87,1.14,4.57
4/1/24 20:58,Machine_6,66.28,1.57,5.51
4/1/24 20:59,Machine_2,67.34,1.93,5.55
4/1/24 21:00,Machine_5,66.74,1.72,5.41
4/1/24 21:01,Machine_2,74.41,1.39,5.23
4/1/24 21:02,Machine_6,65.05,1.36,3.89
4/1/24 21:03,Machine_10,58.31,1.47,5.05
4/1/24 21:04,Machine_4,64.61,1.3,5.38
4/1/24 21:05,Machine_9,66.1,1.81,5.11
4/1/24 21:06,Machine_6,64.57,1.93,4.89
4/1/24 21:07,Machine_5,70.82,1.09,4.64
4/1/24 21:08,Machine_2,71.91,1.37,5.42
4/1/24 21:09,Machine_7,68.58,1.84,5.12
4/1/24 21:10,Machine_10,72.34,1.63,5.08
4/1/24 21:11,Machine_3,66.4,1.46,4.62
4/1/24 21:12,Machine_6,67.14,1.46,4.79
4/1/24 21:13,Machine_8,70.45,0.93,5.17
4/1/24 21:14,Machine_10,76.18,1.06,5.21
4/1/24 21:15,Machine_2,74.59,1.68,5.41
4/1/24 21:16,Machine_2,66.55,1.49,4.29
4/1/24 21:17,Machine_10,66.33,2.14,3.68
4/1/24 21:18,Machine_1,73.49,1.61,4.22
4/1/24 21:19,Machine_10,68.19,1.84,4.57
4/1/24 21:20,Machine_10,73.21,1.52,5.72
4/1/24 21:21,Machine_10,74.04,1.43,5.04
4/1/24 21:22,Machine_1,70.68,1.3,5.02
4/1/24 21:23,Machine_1,71.07,1.21,5.13
4/1/24 21:24,Machine_7,73.67,1.99,4.79
4/1/24 21:25,Machine_7,77.94,0.87,4.3
4/1/24 21:26,Machine_3,63.74,1.23,3.87
4/1/24 21:27,Machine_4,62.31,1.37,4.99
4/1/24 21:28,Machine_5,65.66,1.42,4.81
4/1/24 21:29,Machine_8,66.15,1.9,4.58
4/1/24 21:30,Machine_4,64.07,1.36,4.46
4/1/24 21:31,Machine_4,67.46,1.33,5.41
4/1/24 21:32,Machine_2,58.2,1.71,5.25
4/1/24 21:33,Machine_2,70.71,1.69,5.34
4/1/24 21:34,Machine_7,64.9,0.88,4.56
4/1/24 21:35,Machine_2,72.57,1.56,4.08
4/1/24 21:36,Machine_10,69.39,1.51,4.92
4/1/24 21:37,Machine_5,71.94,1.43,4.65
4/1/24 21:38,Machine_8,68.6,1.75,5.33
4/1/24 21:39,Machine_10,72.7,1.21,5.61
4/1/24 21:40,Machine_6,73.57,1.61,4.32
4/1/24 21:41,Machine_6,69.64,1.35,5.23
4/1/24 21:42,Machine_7,76.5,2.14,4.67
4/1/24 21:43,Machine_2,72.18,1.52,4.4
4/1/24 21:44,Machine_6,80.28,1.91,4.78
4/1/24 21:45,Machine_7,72.63,1.71,4.97
4/1/24 21:46,Machine_10,74.7,1.69,5.51
4/1/24 21:47,Machine_8,68.07,1.7,4.6
4/1/24 21:48,Machine_10,73.67,1.22,5.56
4/1/24 21:49,Machine_1,68.11,1.24,4.44
4/1/24 21:50,Machine_8,74.78,1.02,4.78
4/1/24 21:51,Machine_4,68.39,1.39,5.42
4/1/24 21:52,Machine_9,69.34,1.1,5.29
4/1/24 21:53,Machine_2,71.43,1.45,4.82
4/1/24 21:54,Machine_9,77.93,2.03,5.78
4/1/24 21:55,Machine_5,65.54,1.39,4.97
4/1/24 21:56,Machine_10,67.42,1.58,5.86
4/1/24 21:57,Machine_1,65.44,1.66,4.68
4/1/24 21:58,Machine_8,69.56,1.78,4.51
4/1/24 21:59,Machine_4,64.69,1.01,4.95
4/1/24 22:00,Machine_8,67.8,1.23,5.85
4/1/24 22:01,Machine_4,72.43,1.57,4.42
4/1/24 22:02,Machine_9,70.12,1.69,4.98
4/1/24 22:03,Machine_2,65.84,1.32,5.89
4/1/24 22:04,Machine_3,73.52,1.29,4.78
4/1/24 22:05,Machine_8,66.61,1.36,4.92
4/1/24 22:06,Machine_3,70.78,1.38,5.94
4/1/24 22:07,Machine_1,74.37,1.52,4.7
4/1/24 22:08,Machine_2,61.12,1.4,4.78
4/1/24 22:09,Machine_8,74.63,1.53,5.03
4/1/24 22:10,Machine_10,62.58,1.47,5.69
4/1/24 22:11,Machine_10,61.61,1.47,5.93
4/1/24 22:12,Machine_7,74.6,1.47,5.36
4/1/24 22:13,Machine_3,67.2,1.73,5.08
4/1/24 22:14,Machine_10,70.33,1.86,4.7
4/1/24 22:15,Machine_1,66.12,1.5,4.46
4/1/24 22:16,Machine_1,65.53,1.35,5.38
4/1/24 22:17,Machine_7,73.51,1.3,5.06
4/1/24 22:18,Machine_1,72.64,1.59,5.52
4/1/24 22:19,Machine_2,70.63,1.46,4.79
4/1/24 22:20,Machine_5,67.48,1.71,4.93
4/1/24 22:21,Machine_1,71,1.53,5.19
4/1/24 22:22,Machine_6,72.46,1.76,4.74
4/1/24 22:23,Machine_5,71.86,0.64,4.94
4/1/24 22:24,Machine_6,65.98,1.92,5.5
4/1/24 22:25,Machine_5,74.7,1.36,5.44
4/1/24 22:26,Machine_8,68.71,1.44,5.92
4/1/24 22:27,Machine_7,65.14,1.69,5.53
4/1/24 22:28,Machine_10,71.1,0.94,5.3
4/1/24 22:29,Machine_5,73.87,1.58,4.27
4/1/24 22:30,Machine_4,70.33,1.43,5.62
